delta,R
0.0,0.0
0.013559322033898306,407.8121185763334
0.027118644067796613,810.9658919820941
0.04067796610169492,1198.6210068381392
0.054237288135593226,1573.428768919703
0.06779661016949154,1937.335323407242
0.08135593220338984,2289.4753570894627
0.09491525423728814,2627.2121381530733
0.10847457627118645,2943.8499854666306
0.12203389830508476,3221.4823778497976
0.13559322033898308,3327.2949424501076
0.14915254237288136,3137.7549369406142
0.16271186440677968,2982.4086022752
0.176271186440678,2841.060341787436
0.18983050847457628,2730.4233391003822
0.2033898305084746,2638.077136237498
0.2169491525423729,2556.365960545479
0.23050847457627122,2487.5452387495375
0.24406779661016953,2426.636477679258
0.25762711864406784,2379.7938830124076
0.27118644067796616,2347.395060065064
0.2847457627118644,2315.0624319628014
0.2983050847457627,2305.9300827137395
0.31186440677966104,2292.6070248187307
0.32542372881355935,2287.531048694791
0.33898305084745767,2297.063959255579
0.352542372881356,2309.4652899853872
0.3661016949152543,2325.8292074146857
0.37966101694915255,2345.972092892571
0.39322033898305087,2368.803567444479
0.4067796610169492,2399.985923275767
0.4203389830508475,2430.8611124360823
0.43389830508474575,2471.4833945619603
0.44745762711864406,2506.0722252654887
0.4610169491525424,2546.5658819409555
0.4745762711864407,2592.7150654561046
0.488135593220339,2636.454497589857
0.5016949152542374,2684.8904024043077
0.5152542372881357,2731.173962657467
0.5288135593220339,2781.6239255735945
0.5423728813559322,2829.952958190288
0.5559322033898305,2881.5118646728297
0.5694915254237288,2936.933113765399
0.5830508474576271,2988.7207120724815
0.5966101694915255,3042.93326644055
0.6101694915254238,3098.2375612845317
0.6237288135593221,3152.7602875140838
0.6372881355932204,3208.4919680411076
0.6508474576271187,3266.0655779468107
0.6644067796610169,3321.2863638425642
0.6779661016949152,3378.145506795854
0.6915254237288135,3437.3020344486304
0.7050847457627119,3494.793754462162
0.7186440677966102,3552.5035434063466
0.7322033898305085,3610.569748520502
0.7457627118644068,3670.7170146006592
0.7593220338983051,3730.1414219569415
0.7728813559322034,3788.083380693288
0.7864406779661017,3848.4330119665083
0.8,3907.6664463127418
