delta,R
0.0,0.0
0.1348314606741573,2.9056611176144997
0.2696629213483146,5.811322235124408
0.4044943820224719,8.716983352776424
0.5393258426966292,11.62264446953941
0.6741573033707865,14.491400197398434
0.8089887640449438,17.349597632869518
0.9438202247191011,20.19520865445884
1.0786516853932584,23.022090367267083
1.2134831460674156,25.845754685742577
1.348314606741573,28.648592035433467
1.4831460674157304,31.442482299371477
1.6179775280898876,34.2303396351781
1.7528089887640448,37.01166085270415
1.8876404494382022,39.78436856510598
2.0224719101123596,42.53593563713366
2.157303370786517,45.27606427809587
2.292134831460674,48.0030902496037
2.426966292134831,50.71489354442747
2.561797752808989,53.39897265876061
2.696629213483146,56.047227167509845
2.831460674157303,58.657088698000734
2.966292134831461,61.21188138600701
3.101123595505618,63.67724097768587
3.235955056179775,65.85337723807243
3.3707865168539324,66.39729459189766
3.5056179775280896,63.234792025723436
3.640449438202247,62.48644737137511
3.7752808988764044,61.713937452404934
3.8158463991763196,62.13425520974948
3.8464614703673687,61.046409459556045
3.895441700848659,60.76353025835555
3.9626421280739974,61.21529681481178
4.017647693185256,59.843705868048275
4.080839980039413,59.15616809675565
4.15081979200222,59.04309721854264
4.212485823493714,58.313502002858584
4.282168109274865,58.22373898568266
4.342504973537206,57.469992920071356
4.4117882403769215,57.3927523988798
4.471143343697204,56.640106893995224
4.539772554115494,56.55475219766941
4.598504262623466,55.825695866799585
4.666192413408103,55.71214101367055
4.724517357402576,55.01776979367871
4.791083565613609,54.86587187671276
4.865223100775468,55.242346171296134
4.863869397964596,53.57702970473633
4.910759661443162,53.98553810658803
4.966092143819653,54.407016442566345
5.000864535690008,53.105274369982034
5.074312225258453,53.46412211146479
5.112109433599735,53.71735608365939
5.133662898996835,53.79434988600067
5.139267645526076,53.76528607839319
5.135839844017857,53.532581510042206
5.130643188627458,53.47836883988931
5.124407747711294,53.41335366748061
5.116925418626492,53.33535012089612
5.107946730291722,53.24175367509018
5.097172370876477,53.129442819215996
5.084243184908081,52.99467311152894
5.068728194351149,52.83295184527339
5.050110229986549,52.63888811760079
5.027768691273726,52.40601298846877
5.000958859325487,52.12656390411506
4.968787072392448,51.79122583930323
4.930180937168695,51.38882082103265
4.883853582237802,50.90593534424854
4.828260762239241,50.32647319203575
4.761549383087799,49.631118973750844
4.6814957320445,48.79669420369687
4.601311783374015,47.96091138465671
4.521127835736046,47.12512863962335
4.440943888944048,46.28934595840715
4.3607599428181345,45.45356332621877
4.280575997231683,44.617780732728235
4.200392052109151,43.781998177483565
4.120208107364876,42.94621565032184
4.040024162964285,42.110433141963135
3.959840218834165,41.27465065595292
3.87965627498055,40.438868189946746
3.7994723313415606,39.603085739328066
3.7192883878974663,38.76730330661798
3.639104444624101,37.931520877211796
3.5589205015170813,37.09573846723949
3.4787365585619456,36.259956065557674
3.398552615733048,35.424173675739006
3.318368673009815,34.588391289713584
3.2381847303952815,33.75260891162459
3.1580007878747507,32.91682654432391
3.077816845446246,32.081044182507355
2.9976329030943374,31.245261825525525
2.9174489608135277,30.409479467747804
2.8372650185763986,29.573697120040052
2.757081076404183,28.737914775592827
2.6768971342750487,27.902132432421993
2.5967131921851765,27.066350092332904
2.516529250119662,26.23056775235332
2.4363453080804707,25.394785414686652
2.3561613660546126,24.559003077909427
2.275977424035691,23.723220739780952
2.1957934820163842,22.88743840244353
2.1156095399812047,22.0516560648751
2.0354255979223326,21.2158737220666
1.9552416558311825,20.380091377572246
1.8750577136892776,19.544309028372094
1.79487377148845,18.708526671870572
1.7146898292078705,17.87274431082755
1.6345058868240145,17.03696193915681
1.5543219443185086,16.20117955675743
1.4741380016565235,15.36539716168557
1.3939540588117871,14.529614750282233
1.3137701157297714,13.693832320026386
1.2335861723713217,12.858049865493811
1.1534022286574122,12.022267381639733
1.0732182845005187,11.186484860067571
0.993034339791907,10.35070229286271
0.9128503943642405,9.514919664948199
0.8326664480086219,8.679136959850277
0.7524825004174721,7.843354152629603
0.6722985511284161,7.00757120373349
0.5921145994453987,6.171788054802382
0.5119306442315714,5.336004614054786
0.43174668349346207,4.500220712540286
0.35156271344047324,3.6644360377241734
0.2713787257886267,2.8286499011067012
0.19119469836307423,1.9928604604799172
0.11101054494542129,1.1570605549265218
0.030825284453965957,0.32116868601180226
-0.05501498440334979,-1.0745440312913248
-0.14400196273151172,-2.8127793929006026
-0.23298880265460678,-4.550979302341015
-0.3219756201940598,-6.2891731367894295
-0.410962429970942,-8.027364841731844
-0.49994923614096726,-9.765555552488038
-0.5889360403399249,-11.503745719930851
-0.677922843341797,-13.241935556318111
-0.7669096455632811,-14.980125177929736
-0.8558964472430522,-16.718314649840064
-0.9448832485355498,-18.456504016217664
-1.0338700495361082,-20.194693301887312
-1.1228568503114595,-21.932882525620798
-1.2118436509131874,-23.67107170317756
-1.3008304513716449,-25.40926083993632
-1.389817251713063,-27.14744994660913
-1.4788040519590537,-28.88563902806654
-1.5677908521173782,-30.62382808386698
-1.6567776522118005,-32.362017125832736
-1.745764452241257,-34.100206149548576
-1.8347512522165275,-35.838395157297136
-1.9237380521447904,-37.57658415514258
