delta,R
0.0,-1.5929618978098373e-05
0.013559322033898306,405.2065836170709
0.027118644067796613,804.4767889978857
0.04067796610169492,1196.4559705231022
0.054237288135593226,1579.3034690747872
0.06779661016949154,1950.4483925889076
0.08135593220338984,2305.951817858323
0.09491525423728814,2635.8668941957976
0.10847457627118645,2919.8543295244326
0.12203389830508476,3119.1752550682236
0.13559322033898308,3179.7113824615826
0.14915254237288136,3102.1987857281624
0.16271186440677968,2971.1475093342938
0.176271186440678,2842.2440007814907
0.18983050847457628,2729.565661184149
0.2033898305084746,2633.2913382386255
0.2169491525423729,2551.8317565992197
0.23050847457627122,2483.565007893692
0.24406779661016953,2427.2450063196175
0.25762711864406784,2381.8740230334697
0.27118644067796616,2346.6702016980025
0.2847457627118644,2320.7344327954206
0.2983050847457627,2303.621820214921
0.31186440677966104,2294.530240068475
0.32542372881355935,2292.663478651607
0.33898305084745767,2297.5684215898127
0.352542372881356,2308.576622310443
0.3661016949152543,2325.0262577464173
0.37966101694915255,2346.360085967299
0.39322033898305087,2372.078758624557
0.4067796610169492,2401.649440489732
0.4203389830508475,2434.5523922261236
0.43389830508474575,2470.480580994981
0.44745762711864406,2509.1700823820656
0.4610169491525424,2550.1196917955576
0.4745762711864407,2593.187089248022
0.488135593220339,2638.0991628822903
0.5016949152542374,2684.644511900833
0.5152542372881357,2732.6539434652113
0.5288135593220339,2781.966305059641
0.5423728813559322,2832.4094388010053
0.5559322033898305,2883.926451322568
0.5694915254237288,2936.308352622991
0.5830508474576271,2989.580522313072
0.5966101694915255,3043.6068367485404
0.6101694915254238,3098.259723143674
0.6237288135593221,3153.5802195640554
0.6372881355932204,3209.4621345572614
0.6508474576271187,3265.810490571348
0.6644067796610169,3322.65761247123
0.6779661016949152,3379.9295438906483
0.6915254237288135,3437.596827574989
0.7050847457627119,3495.5938974553737
0.7186440677966102,3553.9552275960705
0.7322033898305085,3612.6168656245045
0.7457627118644068,3671.571403063408
0.7593220338983051,3730.7640306667963
0.7728813559322034,3790.214825177891
0.7864406779661017,3849.906585429826
0.8,3909.8093213185257
